Rinkimai,Sąrašas,Porinkiminis nr sąraše ,"Vardas, pavardė ","Vardas, Pavarde (be ""(V)"")",Priešrinkiminis nr sąraše ,Pirmumo balsai,Reitingo balai
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,105,MARIUS KAPOČIUS ,MARIUS KAPOČIUS ,97,352,352
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,106,VIDA ŠALČIUVIENĖ ,VIDA ŠALČIUVIENĖ ,58,350,350
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,107,PAVEL KOVTUNEC ,PAVEL KOVTUNEC ,106,349,349
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,108,GINTARAS KARALEVIČIUS ,GINTARAS KARALEVIČIUS ,77,346,346
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,109,DALIUS DIRSĖ ,DALIUS DIRSĖ ,114,342,342
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,110,JONAS KIETAVIČIUS ,JONAS KIETAVIČIUS ,108,337,337
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,111,KĘSTUTIS BAGDANAVIČIUS ,KĘSTUTIS BAGDANAVIČIUS ,120,332,332
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,112,MIGLĖ GRUCYTĖ-UŽGIENĖ ,MIGLĖ GRUCYTĖ-UŽGIENĖ ,128,316,316
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,113,INGA MURAŠOVA ,INGA MURAŠOVA ,100,315,315
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,114,VYTAS RUKŠĖNAS ,VYTAS RUKŠĖNAS ,130,315,315
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,115,SIGITAS BUTKUS ,SIGITAS BUTKUS ,105,302,302
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,116,RYTAS PALTANAVIČIUS ,RYTAS PALTANAVIČIUS ,65,296,296
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,117,DANUTĖ RAINIENĖ ,DANUTĖ RAINIENĖ ,91,296,296
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,118,VYDUTIS ŠEREIKA ,VYDUTIS ŠEREIKA ,67,290,290
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,119,MANTAS REUTAS ,MANTAS REUTAS ,103,282,282
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,120,RAMŪNAS BIELEVIČIUS ,RAMŪNAS BIELEVIČIUS ,94,279,279
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,121,VYTAUTAS DANILEVIČIUS ,VYTAUTAS DANILEVIČIUS ,57,278,278
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,122,MARIUS ČEPONAS ,MARIUS ČEPONAS ,118,273,273
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,123,STASYS VAINORAS ,STASYS VAINORAS ,62,272,272
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,124,JULITA PETRAVIČIENĖ ,JULITA PETRAVIČIENĖ ,99,272,272
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,125,AUDRIUS MASILIONIS ,AUDRIUS MASILIONIS ,135,267,267
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,126,GINTAUTAS BARTULIS ,GINTAUTAS BARTULIS ,113,265,265
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,127,EDMUNDAS JAKUBAUSKAS ,EDMUNDAS JAKUBAUSKAS ,56,258,258
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,128,AUŠRA ENDRIUKAITIENĖ ,AUŠRA ENDRIUKAITIENĖ ,129,257,257
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,129,ARŪNAS RIMKUS ,ARŪNAS RIMKUS ,127,242,242
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,130,ZITA KUKURAITIENĖ ,ZITA KUKURAITIENĖ ,122,238,238
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,131,TOMAS BAGINSKAS ,TOMAS BAGINSKAS ,112,236,236
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,132,PETRAS JURGILAS ,PETRAS JURGILAS ,111,226,226
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,133,VIRMANTAS PIKELIS ,VIRMANTAS PIKELIS ,119,226,226
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,134,TAMAZAS DŽAVACHIŠVILIS ,TAMAZAS DŽAVACHIŠVILIS ,102,211,211
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,135,VILMANTAS LIORANČAS ,VILMANTAS LIORANČAS ,104,207,207
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,136,VALDAS PETRAS MIKELIONIS ,VALDAS PETRAS MIKELIONIS ,121,202,202
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,137,BENEDIKTAS KRASNIAUSKAS ,BENEDIKTAS KRASNIAUSKAS ,134,194,194
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,138,RITA PETKEVIČIENĖ ,RITA PETKEVIČIENĖ ,110,192,192
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,139,REMIGIJUS ZOLUBAS ,REMIGIJUS ZOLUBAS ,126,179,179
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,140,MAHIRAS GAMZAJEVAS ,MAHIRAS GAMZAJEVAS ,88,168,168
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,1,RITA TAMAŠUNIENĖ (V) ,RITA TAMAŠUNIENĖ ,1,20402,20402
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,2,VANDA KRAVČIONOK ,VANDA KRAVČIONOK ,4,9893,9893
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,3,ZBIGNEV JEDINSKIJ ,ZBIGNEV JEDINSKIJ ,5,9022,9022
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,4,JAROSLAV NARKEVIČ ,JAROSLAV NARKEVIČ ,7,8821,8821
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,5,MICHAL MACKEVIČ ,MICHAL MACKEVIČ ,3,8790,8790
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,6,IRINA ROZOVA ,IRINA ROZOVA ,2,8683,8683
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,7,JAROSLAV KAMINSKI ,JAROSLAV KAMINSKI ,9,8306,8306
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,8,RENATA CYTACKA ,RENATA CYTACKA ,14,5104,5104
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,9,TADEUŠ ANDŽEJEVSKI ,TADEUŠ ANDŽEJEVSKI ,11,4946,4946
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,10,ROMUALDA POŠEVECKAJA ,ROMUALDA POŠEVECKAJA ,8,4821,4821
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,11,LEONARD TALMONT (V) ,LEONARD TALMONT ,138,4711,4711
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,12,JUZEF KVETKOVSKIJ ,JUZEF KVETKOVSKIJ ,6,4215,4215
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,13,EDITA TAMOŠIŪNAITĖ ,EDITA TAMOŠIŪNAITĖ ,18,2966,2966
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,14,RAFAEL MUKSINOV ,RAFAEL MUKSINOV ,10,2806,2806
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,15,TADEUŠ ROMANOVSKIJ ,TADEUŠ ROMANOVSKIJ ,33,2674,2674
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,16,OLEG MARINIČ ,OLEG MARINIČ ,12,2311,2311
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,17,BOLESLAV DAŠKEVIČ ,BOLESLAV DAŠKEVIČ ,17,2195,2195
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,18,MARIJA PUČ ,MARIJA PUČ ,13,2060,2060
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,19,GŽEGOŽ SAKSON ,GŽEGOŽ SAKSON ,41,1957,1957
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,20,TAMARA ŠUKLINA ,TAMARA ŠUKLINA ,16,1777,1777
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,21,JEŽY OBLOČINSKI ,JEŽY OBLOČINSKI ,55,1750,1750
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,22,ANTON BANDALEVIČ ,ANTON BANDALEVIČ ,60,1730,1730
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,23,JAROSLAV VOITECHOVIČ ,JAROSLAV VOITECHOVIČ ,97,1643,1643
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,24,DANUTA NARBUT ,DANUTA NARBUT ,22,1634,1634
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,25,ARTUR LIUDKOVSKI ,ARTUR LIUDKOVSKI ,30,1560,1560
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,26,ZBIGNIEV MACIEJEVSKI ,ZBIGNIEV MACIEJEVSKI ,24,1436,1436
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,27,GEDIMINAS JANAVIČIUS ,GEDIMINAS JANAVIČIUS ,15,1430,1430
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,28,VLADISLAV KONDRATOVIČ ,VLADISLAV KONDRATOVIČ ,36,1427,1427
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,29,DMITRIJ IKONIKOV ,DMITRIJ IKONIKOV ,32,1415,1415
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,30,VALERIJ KOČAN ,VALERIJ KOČAN ,109,1345,1345
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,31,EDVARD TRUSEVIČ ,EDVARD TRUSEVIČ ,25,1230,1230
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,32,HENRIK TOMAŠEVIČ ,HENRIK TOMAŠEVIČ ,77,1172,1172
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,33,ANDREJ KUGMEROV ,ANDREJ KUGMEROV ,23,1100,1100
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,34,TADEUŠ LAVRYNOVIČ ,TADEUŠ LAVRYNOVIČ ,19,1067,1067
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,35,TERESA SOLOVJOVA ,TERESA SOLOVJOVA ,26,1035,1035
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,36,TERESA DEMEŠKO ,TERESA DEMEŠKO ,27,974,974
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,37,MARIJA SUCHOCKA ,MARIJA SUCHOCKA ,83,924,924
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,38,ALEKSANDR FIODOROV ,ALEKSANDR FIODOROV ,40,871,871
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,39,MARIJA MATUSEVIČ ,MARIJA MATUSEVIČ ,20,836,836
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,40,ANTONIJ JUNDO ,ANTONIJ JUNDO ,21,821,821
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,41,TERESA BUTRIMOVIČ ,TERESA BUTRIMOVIČ ,113,798,798
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,42,RASA TAMOŠIŪNIENĖ ,RASA TAMOŠIŪNIENĖ ,29,752,752
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,43,EDMUND ŠOT ,EDMUND ŠOT ,139,736,736
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,44,VALDEMAR RYBAK ,VALDEMAR RYBAK ,52,734,734
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,45,ANA JESVILIENĖ ,ANA JESVILIENĖ ,105,730,730
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,46,ANDŽEJ KULEVIČIUS ,ANDŽEJ KULEVIČIUS ,125,716,716
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,47,DANUTA JANINA JUSEL ,DANUTA JANINA JUSEL ,38,694,694
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,48,VLADISLAV JEDINSKIJ ,VLADISLAV JEDINSKIJ ,50,689,689
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,49,OLEG DAVIDIUK ,OLEG DAVIDIUK ,28,656,656
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,50,VALDEMAR ŠELKOVSKI ,VALDEMAR ŠELKOVSKI ,49,615,615
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,51,IVONA ČERNIAVSKA ,IVONA ČERNIAVSKA ,31,601,601
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,52,OLGA BELIAŠ ,OLGA BELIAŠ ,37,563,563
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,53,MARIAN KUZBORSKI ,MARIAN KUZBORSKI ,100,548,548
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,54,ŽANETA JANKOVSKA ,ŽANETA JANKOVSKA ,45,527,527
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,55,NATALJA VIKTOROVA ,NATALJA VIKTOROVA ,44,497,497
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,56,TADEUŠ TUČKOVSKI ,TADEUŠ TUČKOVSKI ,64,492,492
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,57,ZBIGNEV SINKEVIČ ,ZBIGNEV SINKEVIČ ,72,478,478
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,58,ANA JANKOVSKA ,ANA JANKOVSKA ,54,477,477
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,59,MARTA NARKUN ,MARTA NARKUN ,126,476,476
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,60,TERESA BERŽANSKA ,TERESA BERŽANSKA ,131,471,471
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,61,RENATA JOKNIENĖ ,RENATA JOKNIENĖ ,108,464,464
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,62,KRISTINA ZIMINSKA ,KRISTINA ZIMINSKA ,34,461,461
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,63,VIKTOR LOVČIK ,VIKTOR LOVČIK ,39,461,461
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,64,IRENA KARPAVIČIENĖ ,IRENA KARPAVIČIENĖ ,35,455,455
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,65,TERESA ANDRUŠKEVIČ ,TERESA ANDRUŠKEVIČ ,47,453,453
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,66,ZBIGNEV VOLOCHOVIČ ,ZBIGNEV VOLOCHOVIČ ,116,422,422
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,67,OLIA LUKAŠEVIČ ,OLIA LUKAŠEVIČ ,58,410,410
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,68,IRENA BARANOVSKAJA ,IRENA BARANOVSKAJA ,84,401,401
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,69,ANA SERIKOVA ,ANA SERIKOVA ,80,367,367
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,70,EDVARD VORŠINSKI ,EDVARD VORŠINSKI ,85,359,359
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,71,ANDŽELA DAILIDKO ,ANDŽELA DAILIDKO ,132,357,357
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,72,MARIJAN BUINICKAS ,MARIJAN BUINICKAS ,74,333,333
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,73,FRANCIŠEK ŽEROMSKIJ ,FRANCIŠEK ŽEROMSKIJ ,48,330,330
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,74,RENATA MOROZ ,RENATA MOROZ ,75,328,328
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,75,HENRICH KASPEROVIČ ,HENRICH KASPEROVIČ ,46,325,325
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,76,ALINA NARKEVIČ ,ALINA NARKEVIČ ,122,324,324
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,77,JOLANTA GARDŽIULIENĖ ,JOLANTA GARDŽIULIENĖ ,137,323,323
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,78,EVELINA SOLOVJOVA ,EVELINA SOLOVJOVA ,78,322,322
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,79,GITANA ŠABLINSKAJA ,GITANA ŠABLINSKAJA ,129,318,318
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,80,SERGEJ ŠEPLIAKOV ,SERGEJ ŠEPLIAKOV ,51,317,317
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,81,JAROSLAV URBANOVIČ ,JAROSLAV URBANOVIČ ,95,313,313
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,82,REGINA ABLOM ,REGINA ABLOM ,43,310,310
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,83,VALERIJ JEMELJANOV ,VALERIJ JEMELJANOV ,90,309,309
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,84,VACLAV VILKOIT ,VACLAV VILKOIT ,57,308,308
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,85,TADEUŠAS PAVLOVSKIS ,TADEUŠAS PAVLOVSKIS ,56,307,307
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,86,ALICIJA PESLIAK ,ALICIJA PESLIAK ,61,307,307
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,87,ANA LASTOVSKA ,ANA LASTOVSKA ,110,307,307
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,88,RYŠARD IGNATOVIČ ,RYŠARD IGNATOVIČ ,130,304,304
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,89,ANA INGELEVIČ ,ANA INGELEVIČ ,94,303,303
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,90,JOLANTA STANKEVIČ ,JOLANTA STANKEVIČ ,42,302,302
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,91,ANDRIUS ŠARĖJUS ,ANDRIUS ŠARĖJUS ,73,302,302
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,92,HENRIKAS KROPA ,HENRIKAS KROPA ,127,283,283
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,93,JURIJUS ZARANKA ,JURIJUS ZARANKA ,98,279,279
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,94,ALINA RIZGELIENĖ ,ALINA RIZGELIENĖ ,91,263,263
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,95,ČESLAVA ZADRANOVIČ ,ČESLAVA ZADRANOVIČ ,99,255,255
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,96,EDUARD TYŠKEVIČ ,EDUARD TYŠKEVIČ ,121,253,253
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,97,MARINA TARAŠKEVIČ ,MARINA TARAŠKEVIČ ,86,246,246
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,98,ČESLAVA LISOVSKA ,ČESLAVA LISOVSKA ,103,226,226
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,99,BEATA BARTOŠEVIČ ,BEATA BARTOŠEVIČ ,87,222,222
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,100,JAROSLAV SYMONOVIČ ,JAROSLAV SYMONOVIČ ,89,220,220
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,101,LUCIJA LAVRYNOVIČ ,LUCIJA LAVRYNOVIČ ,101,215,215
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,102,OSVALDAS KUZMICKAS ,OSVALDAS KUZMICKAS ,69,209,209
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,103,TADEUŠ JARMOLOVIČ ,TADEUŠ JARMOLOVIČ ,104,204,204
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,104,ELITA SINKEVIČ ,ELITA SINKEVIČ ,67,198,198
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,105,VASILIJ KARPOVIČ ,VASILIJ KARPOVIČ ,92,194,194
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,106,ANDREJ NEMEC ,ANDREJ NEMEC ,65,192,192
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,107,IVONA ROMANOVSKA ,IVONA ROMANOVSKA ,102,189,189
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,108,JOLANTA RAČINSKA ,JOLANTA RAČINSKA ,96,185,185
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,109,DANUTĖ RODZ ,DANUTĖ RODZ ,68,183,183
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,110,AIVARAS TRAINOVIČIUS ,AIVARAS TRAINOVIČIUS ,136,183,183
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,111,JADVYGA KSENZOVA ,JADVYGA KSENZOVA ,53,181,181
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,112,VALERIJAN JUSIONIS ,VALERIJAN JUSIONIS ,117,181,181
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,113,JUZEF VASILEVSKI ,JUZEF VASILEVSKI ,76,180,180
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,114,ANŽELIKA ZENOVIČ ,ANŽELIKA ZENOVIČ ,63,173,173
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,115,DARIUŠ NEDVECKIS ,DARIUŠ NEDVECKIS ,123,163,163
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,116,GRETA ZACHAREVIČ ,GRETA ZACHAREVIČ ,71,157,157
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,117,VIKTOR MARCINKEVIČ ,VIKTOR MARCINKEVIČ ,81,151,151
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,118,VALERJAN VITKOVSKIJ ,VALERJAN VITKOVSKIJ ,112,150,150
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,119,ELVYRA ŽUK ,ELVYRA ŽUK ,119,149,149
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,120,BOŽENA KLIMENIUK ,BOŽENA KLIMENIUK ,135,142,142
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,121,JOLANTA KUZMICKA ,JOLANTA KUZMICKA ,79,133,133
2016 Seimo rinkimai,Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga,122,JANINA ROGOŽINSKAJA ,JANINA ROGOŽINSKAJA ,59,132,132
